-1.256671 2.876745
-1.337452 0.852703
-1.284865 1.804362
-1.520699 0.887465
-1.976300 2.390124
-1.280706 1.792472
-1.679755 1.257762
-1.561991 0.596968
-2.386953 2.099655
-0.971166 2.470820
-1.533878 0.782909
-1.327016 0.857528
-1.374694 0.685727
-2.864156 2.692375
-2.875056 2.913689
-1.213270 -0.292473
-2.454584 2.850198
-1.200888 0.405491
-1.818855 2.928924
-2.542095 2.560492
-1.889900 2.251035
-2.815877 2.488791
-2.614399 2.636304
-1.521565 0.843899
-1.465756 0.849165
-2.800660 3.039616
-1.690134 0.137439
-2.854994 2.608344
-2.573290 2.992353
-1.336336 1.880435
-1.348861 1.484998
-1.514189 1.472432
-1.612778 1.664660
-1.515820 1.187815
-2.848024 2.783570
-2.755267 2.594949
-2.637556 2.772773
-2.493171 2.796373
-1.644873 2.106365
-1.520801 1.365824
-1.405959 1.721574
-1.348310 1.120367
-1.512562 1.451662
-1.173797 1.514203
-1.267836 1.266049
-1.412924 1.323421
-1.547386 1.250104
-1.361269 0.695157
-1.463485 0.629847
-1.289937 0.773841
-1.359716 1.199289
-1.707305 1.346377
-1.265729 0.814524
-0.943474 1.000605
-1.364979 1.377387
-1.240039 1.618200
-1.506767 1.332496
-2.000279 2.000664
-1.089008 1.790875
-1.301576 1.924724
-1.763139 2.114058
-2.873351 -3.123089
-1.819001 0.885418
-1.211207 2.320727
-2.478724 2.499061
-1.155537 2.340378
-1.559697 1.492184
-1.195758 1.307855
-1.485798 1.320235
-1.386578 1.331996
-1.527160 1.160484
-1.315596 0.742609
-1.241170 0.396125
-1.815004 0.308984
-1.456508 1.106574
-1.348796 1.038853
-1.615844 0.938414
-1.549314 1.091132
-1.365868 0.932428
-1.348255 1.035998
-1.250411 1.152437
-1.727254 1.634422
-2.697486 3.121296
-2.299076 2.658394
-1.592777 2.216891
-2.643907 2.494117
-2.662092 2.915688
-2.377107 2.952668
-2.239867 2.758967
-2.470677 2.707242
-2.328466 2.340374
-1.192094 2.666742
-1.560809 1.079108
-1.558066 1.350451
-1.482606 1.485105
-1.365927 0.470836
-1.078928 1.090896
-0.982470 1.645509
-1.483763 0.953339
-1.441807 0.725916
-1.212337 1.014365
-1.399684 0.862644
-1.416032 1.074517
-1.490428 0.960241
-1.396121 1.154464
-1.137971 1.329221
-1.547040 0.770459
-1.352155 0.580141
-1.449658 0.334221
-1.250279 2.459799
-1.970735 2.529622
-2.432437 3.048128
-1.621087 2.270365
-2.554810 2.586079
-1.493218 1.747312
-1.371270 2.198024
-2.614656 2.640125
-2.656924 2.602026
-2.616021 2.829555
-2.615923 2.769336
-2.613732 2.652525
-2.521779 2.837876
-2.208790 2.639356
-2.313462 2.699029
-2.333676 2.756257
-2.613074 2.869333
-2.830314 3.018780
-2.071285 2.822457
-2.173188 2.504437
-2.585599 2.424926
-2.106877 2.701819
-1.917997 2.398640
-2.622111 2.611153
-2.370753 2.727594
-2.560934 2.694632
-2.818303 3.011213
-2.566198 2.602156
-2.501766 2.670834
-2.744152 2.607173
-2.505658 2.697573
-2.353502 2.614666
-2.568854 2.782661
-2.453239 2.862864
-2.248409 2.551641
-2.680695 2.839559
-2.468705 2.788208
-2.344765 2.722128
-2.435276 2.909399
-2.234590 2.698723
-2.226390 2.700548
-2.851736 -3.095957
-2.252504 2.647232
-2.243325 2.394013
-2.563047 2.766725
-1.455048 1.420539
-1.474153 1.024890
-1.952007 1.906347
-1.290695 2.420856
-2.346812 2.683413
-1.553071 -0.060555
-2.838487 2.983348
-1.511479 2.656987
-2.224803 2.582494
-2.589740 2.433275
-1.475596 2.260459
-1.737098 2.780068
-1.325949 1.352317
-2.473747 2.858973
-2.492221 2.388681
-1.637266 1.663754
-1.361555 1.414942
-1.226806 1.191504
-1.570231 1.690364
-1.476534 1.168087
-1.789074 1.241440
-1.700015 1.437102
-1.180817 1.163696
-1.810666 0.802485
-1.299410 1.464907
-2.099166 2.892639
-1.360051 0.611716
-1.104141 1.823661
-1.336121 1.357144
-2.009912 2.983239
-2.189749 2.628890
-1.286515 2.322795
-1.492440 1.321165
-1.350627 1.312791
-1.473953 1.434128
-2.540119 2.765426
-2.679892 2.745718
-2.456762 2.536031
-2.648573 2.730608
-2.318751 2.865686
-2.306436 2.353496
-2.638299 2.625005
-2.724093 2.540768
-2.779317 2.750723
-2.411401 2.558653
-2.608490 2.245392
-1.195544 2.343269
-1.314575 1.199395
-1.748897 1.525759
-2.559716 2.520745
